example,category,category_num
"Occasionally she opened them to a slit, admitting a view of a thin, bright, topsy-turvy rectangular world partly obscured by her shattered arm.",№3 ЛСВ 2 обзор,3
"In one of the installation's few pointed conceits, the notch admits a partial view of a spooky computer-driven pictorial weaving by Lia Cook.",№3 ЛСВ 2 обзор,3
"To achieve a better view, he cranked his reclining chair to its forward-most position so energetically that he may have feared pitching himself headlong into the aisle.",№3 ЛСВ 2 обзор,3
"High perspective achieves an almost generalized view of land which can reflect an economic bias, Little attention",№3 ЛСВ 2 обзор,3
"Once loaded, the railcar began rolling back from where it had come, bearing the People across the last bits of wasteland, diving into a long tunnel as the sun burst into view.",№3 ЛСВ 2 обзор,3
"Again, shovels were jabbed into the snow, and two minutes later, the blue-black solar tiles on the intact roof burst into view.",№3 ЛСВ 2 обзор,3
"A man burst into view then, racing after him.",№3 ЛСВ 2 обзор,3
"From a shadowy, meandering forest of highboys, glass-fronted bookcases, and roll top desks with pigeonholes, there burst into view a bright unsettling place of long-legged mannequins with pink and green hair, wearing flashes of black satin and white lace.",№3 ЛСВ 2 обзор,3
"Suddenly, two young men burst into view, sword points cutting brilliant arcs through the morning air.",№3 ЛСВ 2 обзор,3
"The Roc burst into view beneath her, exploding from the blackness as if shot from a catapult.",№3 ЛСВ 2 обзор,3
"Then men burst into view under the trees, and there were half a dozen others there with him, their swords shining in the moon.",№3 ЛСВ 2 обзор,3
Until the figure burst out into full view.,№3 ЛСВ 2 обзор,3
"I said, "" OK Google, move our view slowly up the Thames. """,№3 ЛСВ 2 обзор,3
"Once again they watched, only this time Jackie eventually moved from view.",№3 ЛСВ 2 обзор,3
A couple of mysterious figures move into view.,№3 ЛСВ 2 обзор,3
He's about to pull himself back up when suddenly finger blades move into view.,№3 ЛСВ 2 обзор,3
"Now Luther himself moves into view, carrying a tray.",№3 ЛСВ 2 обзор,3
"A face moved into view in the shadows behind one of them, catching her eye "" Chewie! "" she gasped",№3 ЛСВ 2 обзор,3
"Patience sighs in the dark, moving for a better view.",№3 ЛСВ 2 обзор,3
Carolyn moved instinctively for a better view before Maribel grabbed her coat sleeve. ,№3 ЛСВ 2 обзор,3
A car comes rolling into view.,№3 ЛСВ 2 обзор,3
It was ten thirty-two when the bus finally rolled into view.,№3 ЛСВ 2 обзор,3
"He waited, barely breathing, the sour scent of his own sweat filling the cockpit as the tug's forward end rolled once more into view.",№3 ЛСВ 2 обзор,3
A British dragoon dismounted and rolled into view like a loaded cannon.,№3 ЛСВ 2 обзор,3
An aluminum trash can rolled into view and suddenly he found himself gazing at a raccoon the size of a small child.,№3 ЛСВ 2 обзор,3
"An oyster Cadillac rolled into view, V'lu Jackson incisors sparkling, leading the way.",№3 ЛСВ 2 обзор,3
"Less than a minute after he stepped out of the building, the trucks rolled into view and stopped next to the parade ground, a cloud of dust rising into the air, mixing with the stench of diesel fumes, cigarette smoke, and unwashed bodies.",№3 ЛСВ 2 обзор,3
"To the north, the great matriarchs of the Himalayas rolled into view, awash in alpenglow as the pink remnants of the season's monsoon clouds spurled beneath them.",№3 ЛСВ 2 обзор,3
The catamaran had sailed beyond view.,№3 ЛСВ 2 обзор,3
Several of the vessels had been anchored within sight of the city for a week or more; eight others had sailed into view earlier this day.,№3 ЛСВ 2 обзор,3
Beth and Greg jump up and down and wave at it as if they are on a deserted island and this is the ship that has finally sailed into view.,№3 ЛСВ 2 обзор,3
"Then another comes walking through the headstones, and then another sails into view... and then another... and then another... a coven.",№3 ЛСВ 2 обзор,3
"But if they watched the clouds open every day for a year with that planet sailing into view like an anthem to glory, they wouldn't feel anything at all.",№3 ЛСВ 2 обзор,3
"My man could hear from his hilltop the cheering from the Orkney ships, my lord, as the twenty-five new ships sailed into view.",№3 ЛСВ 2 обзор,3
"Long before that knot he got from his mother started spreading and swallowed the neck and crooked the head to the side; before African-named maw know'd that African-named paw was sold and sailed quietly out of view down the Senegal River, leaving her to hold everything together.",№3 ЛСВ 2 обзор,3
"The crippled freighter sailed into my view from the bridge, crossing the crescent of Bespin and making for",№3 ЛСВ 2 обзор,3
"A girl walked into view, holding a tennis racket – young Miss Huo, only fourteen and already full-figured.",№3 ЛСВ 2 обзор,3
"Cris walks into view and fires one shot, which wings the substitute sniper – causing him to miss his shot at Cris.",№3 ЛСВ 2 обзор,3
"She was rinsing out her mug when the kitchen light in the house across the way flicked on, and Sam Donovan, her sexy neighbor, walked into view.",№3 ЛСВ 2 обзор,3
"Voices echoed around the corner of Monroe and Cherry, and several of the town's matriarchs walked into view.",№3 ЛСВ 2 обзор,3
"Walking into view, he was wearing an elegant silk kimono, cut to his specifications.",№3 ЛСВ 2 обзор,3
Both victims then walk backwards into view.,№3 ЛСВ 2 обзор,3
"Legless, but wearing a tiny head, the iota materialized out of the mirror glaze on the broken roadway and seemed more to writhe than to walk into view, causing Brother Francis to clutch at the crucifix of his rosary and mutter an Ave or two.",№3 ЛСВ 2 обзор,3
"She winked playfully and said, "" You and Rada hooking up while I'm away? "" # Harris scowled. "" No. Tell me where he is. "" # Umerah splayed her palm against the tent flaps, changing the display. Instead of the surrounding jungle, they were abruptly spying Osiris from orbit. It was night, and Harris gasped at the surreal beauty of the planet as seen from the Night Witch: two dark hemispheres divided by the golden double-ring of cities along the equatorial sea. # His partner zoomed the view onto a mass of unlit jungle. # "" I thought you said this Tel-Silag doesn't have a colony link, "" Harris prompted. # "" He doesn't, and he's deliberately avoiding open tracts of land. The man knows how to disappear.",№3 ЛСВ 2 обзор,3
An FBI helicopter zooms into view high above.,№3 ЛСВ 2 обзор,3
"When you watch a Cardinals game on TV this season, and the camera zooms in for a view from above center field, follow Molina's eyes.",№3 ЛСВ 2 обзор,3
"And at the bottom of a deep shaft, right in the middle of the city, was a glowing red disk, one of the mouths of the Axis Mundi wormhole network. Cassandra had seen this diagram many times. She'd always wanted to see the Puppet Axis, any Axis, up close. Beside this cross-section floated a schematic of the other end of the wormhole, the Axis mouth at Port Stubbs, shown in green. It floated free in space. A town of habitats and factories had been built around it. Bel zoomed out of the view of Port Stubbs, expanding the image to show the Stubbs Pulsar, its few broken planets, and its Oort cloud. Within the inner edge of the Oort cloud, tiny pink dots clustered.",№3 ЛСВ 2 обзор,3
Internet users can point and click on a town's name to zoom in for a closer view.,№3 ЛСВ 2 обзор,3
"Annese's maps will be three-dimensional and fully scalable, allowing future neuroscientists to zoom in from an overhead view of the hundred-billion-neuron forest all the way down to whatever",№3 ЛСВ 2 обзор,3
"lets you program the order in which photos are shown, exclude some entirely and zoom in for a tighter view.",№3 ЛСВ 2 обзор,3
"out, either, but save this effect for the last shot in which you zoom out to a wide view of the garden again.",№3 ЛСВ 2 обзор,3
"It stained the air until it found its target ear, and then slid inside, snapping from view.",№3 ЛСВ 2 обзор,3
"A SHOTGUN BARREL Snaps into view, pointing right at Tom's head.",№3 ЛСВ 2 обзор,3
"And when the window winked out, when the storefronts snapped back into view, the groaning that ensued was much louder and more articulated than that we'd heard a month previously.",№3 ЛСВ 2 обзор,3
"Like when you first turn it on, the tube is dark for a few seconds and you can just hear voices, but a second later the picture snaps into view and everything becomes clear.",№3 ЛСВ 2 обзор,3
"He answered almost at once, his face snapping into view in the middle of the cube.",№3 ЛСВ 2 обзор,3
"This 14-story concrete structure, now occupied by several divisions of Metropolitan State College, ruins an otherwise unobstructed view of the mountains from the Colorado Convention Center.",№3 ЛСВ 2 обзор,3
I do not remember how the boy was removed from my view.,№3 ЛСВ 2 обзор,3
"True says that after the discovery of the fake, the Getty's kouros was removed from public view and the investigations began all over again.",№3 ЛСВ 2 обзор,3
When she was safely on the seat Linda removed herself from view and closed the door.,№3 ЛСВ 2 обзор,3
"Once the elevator doors remove the office from our view, he turns to me, dropping his briefcase to",№3 ЛСВ 2 обзор,3
"Most Roman statues were displayed in niches, which necessarily limited the angle of view.",№3 ЛСВ 2 обзор,3
"The flamingos look newly polished too, and the patch of spinning daisies. "" # Judy watched as Sali climbed the stairs to his front porch and disappeared into his house-a small, "" brick "" tar-papered version of her own. She waited to see if he reappeared at his customary seat near the window that mirrored Daniel's view of the strange, carnivalesque yard. When he did not, Judy searched the front porch again. Ah, yes, she thought she saw his dark, hunched form in a cane rocker. # "" Daniel!",№3 ЛСВ 2 обзор,3
"Hannah couldn't see the lighthouse; their home nestled in a fold of the dunes, limiting her view.",№3 ЛСВ 2 обзор,3
"The banks of the wash limited her view as well, but she knew she could run twice as fast over the flat, hard-packed earth in the wash as she could through the dried grass of the savanna, where an unexpected sinkhole in the limestone karst might break a leg, or send her tumbling into a cave",№3 ЛСВ 2 обзор,3
"subdivision near the crossing, said Norfolk Southern declined requests to blast the rocks that limit the view to the west, or to allow others to.'",№3 ЛСВ 2 обзор,3
By 1950 industrial and vehicular emissions limited the accustomed views of nearby snow-capped volcanoes.,№3 ЛСВ 2 обзор,3
But that often creates huge blind zones that limit a driver's outward view.,№3 ЛСВ 2 обзор,3
"be enhanced by its location, above the earth's atmosphere, which distorts and limits our usual view of space.",№3 ЛСВ 2 обзор,3
We place the nose wheel just ahead of the slit and the doors will impede views from the side.,№3 ЛСВ 2 обзор,3
"to her illness, which felt now like the flu. Why was she ill at a time like this? Running a fever, chilled, lightheaded? She could see the KAY'S RELIGIOUS GIFTS banner tied at its corners to hemlock branches and nearby a larger makeshift pennant reading WELCOME ORDER OF MARIAN SIGHTINGS ROCKY MOUNTAIN DIVISION. The food service truck had its awning set up, and through an alley between the RVs, legions waited at the rest rooms. At one campsite a dangerous-looking bonfire sent smoke in PII7 people sang a muffled hymn. Gargantuan mobile homes impeded Ann's view, but she did catch a glimpse of the county sheriff whom she recognized beneath his hat because he'd come to the campground before to harass the mushroom pickers. He was strolling past with his thumbs on his belt, haranguing a campground ranger. I pray I'm up to this, she whispered. You're up to it. But you better eat something. And take your Sudafed. A lot of it. And those allergy pills you've been scarfing. I can't",№3 ЛСВ 2 обзор,3
"seat for docking. "" # Dillon had studied the brochures for The Space Place. He knew its major parts, how its systems operated, and just how big it was. But until then, he had not truly had a feel for it. # Outside his window: a pearl onion (pierced by a white toothpick) with an equatorial bulge. The pearl became a great bubble. The "" toothpick "" ends were docking stations, one projecting from each pole. The bulge resolved into two concentric doughnuts, the outer one spinning. Sun-tracking solar panels hung far enough from the hotel not to impede guests' views. # Closer still, more detail emerged. The struts that connected the solar panels to the main body of the hotel. Clinging to the bubble, two arcs of much tinier bubbles: emergency escape pods. Where too-bright sunUght would otherwise have streamed inside, the bubble material had been polarized, and from this angle was opaque. Elsewhere within the bubble, hints of interior structure. # Scattered specks - people in spacesuits-zipped about the hotel",№3 ЛСВ 2 обзор,3
We can lower the back of the shuttle to impede the view from that direction.,№3 ЛСВ 2 обзор,3
not you'll be able to see right across it with no Big Iron to impede the view – the transparent mainframe.,№3 ЛСВ 2 обзор,3
"We spun our ship ninety degrees, letting Luna loom and then fill our view.",№3 ЛСВ 2 обзор,3
It's not until it fills our view that we can hear the words.,№3 ЛСВ 2 обзор,3
"Up ahead, Mir was growing to fill Rackham's view.",№3 ЛСВ 2 обзор,3
"Impossible. Just like a Mobius strip. # The process of building a road map was slow, a lot of trial and error. Especially error, at first. A lot of vessels... and good men and women... gone and never heard from again. # A detailed map of the system could change everything. # But so far, at least, no such map existed. # Would Rodriguez's mission yield some answers? # He didn't have a clue. # * # The dome ahead started to fill the porthole view. # A giant bubble of light revealing the people and areas inside. On one side, a row of airlocks; on the other, terminals to access the Road. # A small beep sounded from the speaker above Rodriguez, and the holovid winked on, displaying the smiling face of a shuttle hostess. # Then: # "" Attention travelers. Our shuttle is about to dock at the Mobius Central airlock. Please check to make sure your seat harness is firmly buckled and that you have",№3 ЛСВ 2 обзор,3
"Staring out the fore port as ocean rapidly grew to encompass the entire view, we could make out artificial shapes in the water.",№3 ЛСВ 2 обзор,3
"of the bed, smokes hand-rolled cigarettes. She surveys the quiet streets from behind a rain-spattered window. It might be a Sunday morning out there, all still and cold. The trees, thick and lush and green, dance erratically in the damp breeze, and in the distance the great Ferris wheel juts up from the amusement park grounds, a stalled gear in a great, silenced machine. And then Mitka sees the shimmer, like a sheet of cellophane or a diaphanous sail flapping, briefly shifting the gray afternoon light, distorting her view of the drah city beyond. Mitka is reminded. Here, deep within the Zone of Alienation, a dome-like barrier, oblong and egg-shaped, encompasses roughly four and a half square blocks of the city center. It's been six years since the meltdown, and still the radioactive legacy of Chernobyl's reactor number four saturates, poisons – except for inside the bubble, the enclave, the anomaly, as it's known; the Angel's Tear to those few who actually live or work within its horders. Vitaly",№3 ЛСВ 2 обзор,3
"""room with his beloved. Lena is lying in a half-full tub. A thin stream of water flows from the tap. Harry knows the method. He has used it in his new bachelorhood, on days when the world beyond the bath seemed bleak. You drain some water, and refill slowly from the hot pipe. Lena has extra help, from an infrared bulb overhead. The glow lends the scene loucheness. Lena has turned away from him. Harry can make out the tattoo on her haunch, but Lena's position and a clear plastic curtain distort his view of the parts he longs for, those breasts, that monkey face. "" You can't break in on me, "" Lena informs him, like a child who demands another reality. "" You didn't respond. "" "" This is rape. "" In this pronouncement, Harry hears Verna's voice. Harry does not deny the basic truth, that he has been forcing himself on Lena. But is insistence violence? They say that rape is about power. Harry feels none.",№3 ЛСВ 2 обзор,3
""" Damn straight. Let's go. "" Greg's stomach protested the shuttle's movement. A lifetime on the massive Terra hadn't prepared him for the lurches and swings of a much smaller craft. He gulped, praying he wouldn't lose his last meal, and glanced over at the pilot. Gayle sat, her eyes locked on the display, her hands gripping the controls ever so lightly. The shuttle skipped across the upper atmosphere, shedding velocity and losing attitude, the outside image on the display growing wavery as turbulence and heat distorted the view. Gayle pushed the shuttle lower, easing up slightly as its structure vibrated under the strain. The sky grew bluer, the land more defined. Something white shot by in a flash, startling Greg, followed by another. "" Clouds, "" Gayle breathed, like someone who'd just seen a miraculous vision. Greg fought down a wave of panic as the planet's surface jumped toward them. Gayle touched the controls gently, correcting the shuttle's approach to the open field, as",№3 ЛСВ 2 обзор,3
"She watched them advance, unable to move, realizing that the space of the vast plain had distorted the view, they were more distant than she' d thought, or they were taking too long to approach, like certain scenes in films where movements occur more slowly in space, almost like liquid, as though their bodies were endowed with a hidden grace revealed only by a strange sorcery.",№3 ЛСВ 2 обзор,3
"them through a garden gate to a huge oak tree. An anklet of yellow flowers surrounded it. Bradley pointed to one whose color seemed muted. "" That's mine. Planted it myself. "" // "" Each student in class planted one, "" Amber explained. Another teacher motioned Bradley to the gate. // Continues... A vast plateau of scrubland stretched out before the group of armed men. Heat waves rose off the parched earth, distorting their view of the elephants gathered on the edge of the tree line that marked the start of the forest. Overhead, the cloudless sky was deep blue, scarred only by the intense, noonday sun. The mercury was pushing one-ten and still rising. Africa at its finest. // "" The large male closest to the acacia tree is the leader, "" one of the men said, pointing a long, thin finger in the general direction of the animals. "" We call him Albert.",№3 ЛСВ 2 обзор,3
"As the month progresses, Venus climbs into view in the southwest.",№3 ЛСВ 2 обзор,3
"Just then, THING, the disembodied hand with the full-bodied personality, CLIMBS into view over the back of the clock.",№3 ЛСВ 2 обзор,3
I held on to its trunk and began to climb for a better view.,№3 ЛСВ 2 обзор,3
Arnold Schwarzenegger nearly brought down the house when fans climbed shelves for a better view.,№3 ЛСВ 2 обзор,3
"As we come closer to the little island of intact roof around the green shoot, all its delicate detail starts to click into view.",№3 ЛСВ 2 обзор,3
"Then a strange-looking orange machine came chugging and clicking into view, followed by a truck of more familiar design.",№3 ЛСВ 2 обзор,3
"on the door interrupted his investigations. Chad looked up, puzzled. He wasn't expecting anybody. He clicked the remote on the TV to the securitycam over the door; at least the hotel didn't still have Edwardian surveillance technology. An unkempt man, maybe in his mid twenties, stood at his door, tattoos appearing abundantly around and through his torn and dirty shirt. The way he held himself, arms crossed, glaring at the door... "" tough young punk "" was the characterization that occurred, unbidden, to Chad. He clicked to another view and saw two or three other guys loitering in the hall, looking much like the first. Evidently they were trying to stay out of the line of sight from his door. Presumably they weren't aware that there was more than one securitycam. He called the front desk, but there was no answer. He was about to call the police when he heard scratching noises at the doorknob. They were trying to pick that old mechanical lock. Chad set the phone down. I",№3 ЛСВ 2 обзор,3
"he videos were made public caught both the district attorney and the Jefferson County School District by surprise. # "" We believe that it revictimizes and retraumatizes our communities and our families, "" school Superintendent Jane Hammond said. # A separate tape showed about 40 minutes of silent, eerie footage from four remote security cameras in the school cafeteria, which Harris and Klebold had intended to blow up with two large bombs made from propane canisters for barbecue grills. With smoke from bombs and gunshots wafting into the room, hundreds of students scrambled for safety as the cameras clicked off different views at 3-second intervals. # Six students stayed behind, huddling beneath round tables as if trapped by the siege. They ran for their lives after the two gunmen stalked in and tossed a firebomb. As for Harris and Klebold, they ominously reappeared before the cameras several times as they stalked through the school. 29880 # BURBANK, Calif. – In his office here at Walt Disney Studios, Disney CEO Michael Eisner seems upbeat and relaxed. His collar is open and his trademark Mickey Mouse tie",№3 ЛСВ 2 обзор,3
"to face me. The baby was on the floor, shrieking. Mr. Spero stood over him, dressed only in pajama bottoms, his fists on his hips. William had never made a sound like this before. It was a screech, as if he'd been cut or burnt. Mr. Spero abruptly squatted, grabbed the baby under the armpits, and carried him out of the room. William was still screaming. I switched to the hall camera, but Mr. Spero walked straight into the master bedroom and I lost him again. Fuck. I clicked through the camera views, but I couldn't see a thing. But I could still hear William. That piercing cry was being picked up by all the microphones. I rushed back to the bedroom and pulled on a pair of sweats and a T-shirt that pulled down over flange and bag. I grabbed my crutches and lurched outside, bare toes scuffing the pavement as I crossed the two driveways. I mashed the doorbell, then without waiting for an answer, banged on the wooden door and yelled",№3 ЛСВ 2 обзор,3
is achieved by cropping the top and bottom of the normal image rather than by broadening the view of the camera.,№3 ЛСВ 2 обзор,3
Tears blurred her view of the big stone bedchamber.,№3 ЛСВ 2 обзор,3
"I see the pacer imposing his private turmoil into the tranquil landscape, blurring my view of the lake and the mountains beyond.",№3 ЛСВ 2 обзор,3
"On the car window, condensation gathered, which she reached up and smeared with her fingertips, blurring the view to the outside.",№3 ЛСВ 2 обзор,3
"Something blurred the view for a moment, and it wasn't until he blinked and it cleared that he understood what it was.",№3 ЛСВ 2 обзор,3
"The mist from the ocean, evaporating in the heat, blurring the view from the terrace.",№3 ЛСВ 2 обзор,3
"Later, just as the children prepared to run outside, the rain struck hard, in sheets, pounding the flowers and whipping the hedges back and forth. Within seconds, twigs and petals littered the lawn and water rattled in the gutters and pelted windows, blurring the views of the green world.",№3 ЛСВ 2 обзор,3
A fine rain blurred the view.,№3 ЛСВ 2 обзор,3
Another figure blurred into view.,№3 ЛСВ 2 обзор,3
The figures blurred completely out of view in that mist.,№3 ЛСВ 2 обзор,3
We're talking about a 360-degree view of intellectual-property exploitation that hasn't really been seen before.,№3 ЛСВ 2 обзор,3
"navigation radar. "" # "" Very well, "" the Captain replied. "" I'll be right there. "" # Commander Tolbert entered the Control Room a moment later, his arrival announced by the Quartermaster. "" Captain in Control. "" # * # Commander Paul Tolbert stopped behind the command workstation, examining both displays over the shoulder of his junior officer. Molitor had resumed his visual search routine, and the photonics mast was rotating slowly clockwise. # "" Show me what you've got, "" Tolbert directed. # Molitor swung the photonics mast to a bearing of one-nine-zero, then shifted to Narrow-Field view. The speck on the horizon was larger now, but was still difficult to classify. It was hull-down - only the top of the distant ship was visible due to the curvature of the earth. All Tolbert could see was the contact's boxy superstructure. Since it was transiting through coastal ice, it had to be an icebreaker. Breaking the ice for what? # Tolbert ordered, "" Take an observation using the laser range-finder. """,№3 ЛСВ 2 обзор,3
"it, there's more. They clink glasses. SHEILA To us. JESSE To three million dollars. 110. CONTINUED: (3) SHEILA (after a sip) We have to do this fast because remember, Marie is meeting us here. JESSE We could ask her to join us. SHEILA Not funny. JESSE (undoing the front of her bra) I wasn't trying to be. She bops him playfully. He bends and slips a nipple into his mouth. Sheila bites her lip and moans. In the KITCHEN, Mr. Smith shifts around for a better view. The floor under him CRREEEKKS! In the LIVING ROOM, both Sheila and Jesse react to the sound. SHEILA Are we alone? JESSE Yeah. Mr. Brooks seems to appear magically out of the darkened Kitchen with his gun raised. He's followed by Mr. Smith. Sheila opens her mouth to scream. MR. BROOKS Don't do that. INT. MR. SMITH'S APARTMENT BUILDING NIGHT Detective Atwood hurries down the HALL and out of breath, stops in front",№3 ЛСВ 2 обзор,3
"Murmansk Fjord, searching for their target of interest. # Yury Dolgoruky. # The latest INTEL message reported the Russian ballistic missile submarine was preparing for her first patrol. If things went as planned, North Dakota would accompany her. # Molitor had only one hour left on watch, but so far had nothing to show for his effort. After five hours of scrutinizing the shore and surrounding ocean, he had detected only a few merchant ships far out to sea. He commenced another sweep with the photonics mast, shifting to the low-power Wide-Field view with a push of a button on the joystick. He was thankful North Dakota had photonics masts instead of periscopes. He couldn't imagine going round and round on his feet for six hours straight, dancing with the Gray Lady - the senior officers' phrase for countless hours spent circling with one of the mechanical periscopes on older submarines. # As Molitor continued his clockwise rotation, the Sonar Supervisor, standing only a few feet away, spoke into his headset, his report coming across the speakers in Control. #",№3 ЛСВ 2 обзор,3
"into Act Two. A pair of headlights blossomed, unmistakable twin tunnels of light heading north on County Road 14. # CHAPTER 2 # I knew that spread of prairie about as well as I knew my own back yard. The three state highways cut the county east-west like the tines of a crooked fork, NM 56 far to the south, NM 17 west from the village of Posadas, and finally NM 78 at the foot of my mesa. County Road 14 connected all three state highways like a piece of crumpled spaghetti laid across the fork. # Shifting my view south again, I could see that the glow of fire had grown, near the scar marking the county road's swath. Fleeing north along that rough county byway, the headlights were now running faster than would be prudent on that gravel road. They disappeared briefly behind a low mesa buttress and I counted the seconds, letting the topography of that route play through my mindnot far from the spot where I'd stumbled upon the Colt revolver. #",№3 ЛСВ 2 обзор,3
"Kokkalns in this size range are bullheaded and aggressive, and native laws do not prohibit brawling. "" # Kitty nodded and affixed her own respirator, blocking the wafting scents. Hot, humid mist sprayed into the compartment. # The nearest Kokkaln compressed and distended in languid rhythm, mouthparts undulating. Kitty' watched from the corner of her eye, surreptitiously studying its anatomy. # Assimilate the shadows.... # Kitty flipped open her datapad, checking to be sure the transmitter was disabled. She called up an image of the mysterious amber sculptures. They shimmered as she rotated the view, shadows springing to life against the pale grid of the background. # "" What are you doing? "" Kahihatan had leaned to peer over Kitty's shoulder. Kitty pulled the pad instinctively toward her chest. # "" Searching, "" she said curtly. "" Exploring. Trying to understand.' When Kahihatan failed to take the hint and go away, she sighed and explained: "" A shadow is essentially a mathematical projection. Compress a three-dimensional object, and you get a silhouette",№3 ЛСВ 2 обзор,3
"lipses with odd complications at each end, like... eyes? That couldn't be right. "" What the...? "" She didn't answer, but zoomed in tighter yet. She pulled in on one ellipse and froze the image. It no longer looked like a giant almond. It had fins on one end, some kind of antennalike dish on the other, and stubby wings amidships. Brittney, silent, let me stare. "" You've got to be kidding, "" I said. Rather than answering, she rotated the view to another alien spaceship, then set it in slideshow mode, fading from one to another and yet another. Some looked intact; others appeared to have fragmented. There must have been a hundred big pieces - hard to tell how many ships. Hell, maybe they'd all been one big flying city, connected by walkways or teleportation booths or who knows what. Who could tell from bits strewn over- or rather, under - a region the size of California? "" I've been",№3 ЛСВ 2 обзор,3
"Collinsworth was able to rotate the camera's view around the action, as was done in the movie "" The Matrix. "" Candid cameras Fox Sports coverage of the 2013 World Series between the Boston Red Sox and St. Louis Cardinals included 29 high definition cameras, including handheld, wireless and robotic devices.",№3 ЛСВ 2 обзор,3
It took about 10 minutes for the impact sites to rotate into view from Earth.,№3 ЛСВ 2 обзор,3
"Struggling against his handicap Kohler reached down and carefully twisted Vetra's frozen head. Cracking loudly, the corpse's face rotated into view, contorted in agony. Kohler held it there a moment.",№3 ЛСВ 2 обзор,3
"Splinters flew and Hayden ducked down to his hands and knees, knowing full well that it wouldn't do any good when this section of the town rotated into full view of whoever was firing.",№3 ЛСВ 2 обзор,3
"The continent rotated out of view as the great ocean came round, then continents and oceans blurred together, leaving the planet a bright jewel set in the black of space.",№3 ЛСВ 2 обзор,3
Ben requested an 180 degree turn in the classroom view so he could see the child's expression.,№3 ЛСВ 2 обзор,3
"She wheeled back, her sword drawn, and caught a final glimpse of the big man as he was pulled from view, half carried, half dragged, thrashing powerfully to break free.",№3 ЛСВ 2 обзор,3
As it does so the clanking chains are pulling into view the second- banger – a garbage barge being chain-towed by the receding scow.,№3 ЛСВ 2 обзор,3
"Then, finally, a flatbed truck pulls into view filled with American soldiers in full battle gear and a handful of local men.",№3 ЛСВ 2 обзор,3
Then above the lake the airship Herman Goring II pulled into view like an art deco sausage on its daily run from Freidrichschaffen across the border to Berne.,№3 ЛСВ 2 обзор,3
""" Lige has been in town a lot campaigning for reelection, "" Sally said as they pulled into view of the town square.",№3 ЛСВ 2 обзор,3
"A minute later, Trevor appeared under the balloons, strolling as if on tour alone, and then Cooper saw a hand take his arm and Alison pulled herself into view.",№3 ЛСВ 2 обзор,3
Crossley's mouth dropped open as he saw the taller man pull a gun into view.,№3 ЛСВ 2 обзор,3
"' You've got good taste, Jim,' he said, smiling, pulling his own pistol into view. ",№3 ЛСВ 2 обзор,3
"The angles refer to the polar view angle, i.e. the angle measured from the vertical.",№3 ЛСВ 2 обзор,3
"The path through the forest was far more arduous than if she skirted its perimeter, but the cover of the trees protected her from view.",№3 ЛСВ 2 обзор,3
I withdrew the magnet from my pocket and protected it from view by cupping it in my hands.,№3 ЛСВ 2 обзор,3
The crowd pressed round for a better view.,№3 ЛСВ 2 обзор,3
"lamented that when the standing broad jump competition began, a great number of spectators pressed in for a closer view, and the damas ladies and senoritas seated in their",№3 ЛСВ 2 обзор,3
Smith missed the second one because the fog had obliterated her from view.,№3 ЛСВ 2 обзор,3
"Rolling over us, the immense under-belly of this enormous craft obliterates our view.",№3 ЛСВ 2 обзор,3
"Slowly filling the screen, we see a portion of the enormous space craft as it creeps towards the city, obliterating our view.",№3 ЛСВ 2 обзор,3
Gas fumes engulf the room and obliterate the view dissolve to: a steaming turkey floating through the air Cooked to perfection.,№3 ЛСВ 2 обзор,3
"Conner Two slowly rose, once again kicking up the silt and totally obliterating Hannah and Josh's view.",№3 ЛСВ 2 обзор,3
"The fog deprived me of my view of the bay, but that was typical at that time of the year.",№3 ЛСВ 2 обзор,3
"is a big city, the center of all Cilician trade, but once Cassius hove in view, the whole of Cilicia Pedia stayed well away from Tarsus.",№3 ЛСВ 2 обзор,3
Then the liner hove into view near the Moon and I was called back.,№3 ЛСВ 2 обзор,3
"In fact, he hardly ever said a word, and yet whenever the Pig hove into view to make our lives a mite more difficult, there the Pygmy appeared also, giving us a fixed expressionless stare like a cuttlefish.",№3 ЛСВ 2 обзор,3
Under them Rim City hove into view with its teeming streets and huddled adobe towers.,№3 ЛСВ 2 обзор,3
The mere sight of Vunt hoving into view was almost always completely convincing.,№3 ЛСВ 2 обзор,3
"There was something to pain him everywhere he looked, something in every vista, every cul-de-sac: an unexpected belltower heaving into view, a salt-scarred aedicula empty of its Madonna-beauty everywhere, until at the end of the day, when the sun had set and the outdoor restaurants had come alive and his nerves were lit, there would be the women waiting for him.",№3 ЛСВ 2 обзор,3
"Like a galleon in full sail, she first hove into view during the early 1970s.",№3 ЛСВ 2 обзор,3
She was glad when Westerfield church hove into view and sensed that he was just as relieved.,№3 ЛСВ 2 обзор,3
"over While we were heading into Gloucester dock, the 3-masted square rigger, Kaskelot hove into view; a reminder that the canal can still handle big ships.",№3 ЛСВ 2 обзор,3
"Then, as the legs and feet of two more policemen hove into my darkening view, he said, "" That's not hardly likely, is it, ma'am?",№3 ЛСВ 2 обзор,3
"The Blazer's headlights sliced through the foggy blackness in defiant cones, sweeping into view the road and the overgrown stalks of wild grass cloistered alongside it.",№3 ЛСВ 2 обзор,3
"They happily ride together... As the horses sweep back into view... exposing Archer... Now we see the sniper.Then, above the forest, an enormous blue helicopter swept into view, flying low over the trees.",№3 ЛСВ 2 обзор,3
